ISO31662A2(State), FIPS 5-2(State), ShortName(City), FIPS 55-3(City), GNIS(City), Type, Latitude, Longitude
IL,17,Exeter,24699,2398850,PPL,39.719069,-90.496033
IL,17,Fairbury,24764,2394727,PPL,40.745697,-88.518082
IL,17,Fairfield,24816,2394732,PPL,38.379194,-88.370846
IL,17,Fairmont,24920,2392995,CDP,41.561294,-88.058768
IL,17,Fairmont,24933,2398855,PPL,38.651233,-90.102134
IL,17,Fairmount,24985,2398856,PPL,40.045565,-87.829304
IL,17,Fairview,25063,2398859,PPL,40.654735,-90.183165
IL,17,Fairview Heights,25141,2394737,PPL,38.595364,-90.004917
IL,17,Farina,25375,2398860,PPL,38.829766,-88.780930
IL,17,Farmer,25414,2394744,PPL,40.247760,-88.641792
IL,17,Farmersville,25440,2398863,PPL,39.442986,-89.652236
IL,17,Farmington,25531,2394746,PPL,40.697160,-90.003288
IL,17,Fayetteville,25713,2398869,PPL,38.377813,-89.797089
IL,17,Ferris,25895,2398872,PPL,40.469546,-91.168338
IL,17,Fidelity,25960,2398873,PPL,39.154621,-90.164239
IL,17,Fieldon,26012,2398874,PPL,39.108697,-90.499567
IL,17,Fillmore,26077,2398877,PPL,39.115369,-89.278511
IL,17,Findlay,26116,2398878,PPL,39.522341,-88.754594
IL,17,Fisher,26194,2398880,PPL,40.315782,-88.349564
IL,17,Fithian,26233,2398881,PPL,40.114361,-87.874974
IL,17,Flanagan,26311,2398882,PPL,40.877206,-88.859961
IL,17,Flat Rock,26350,2398883,PPL,38.903675,-87.673386
IL,17,Flora,26454,2394773,PPL,38.665617,-88.473844
IL,17,Floraville,26467,2583438,CDP,38.376284,-90.055345
IL,17,Florence,26480,2398886,PPL,39.628692,-90.610697
IL,17,Flossmoor,26571,2398889,PPL,41.539114,-87.685685
IL,17,Foosland,26662,2398891,PPL,40.361122,-88.429175
IL,17,Ford Heights,26710,2398892,PPL,41.510897,-87.581430
IL,17,Forest,26753,2398895,PPL,40.372157,-89.832498
IL,17,Forest Lake,26896,2393000,CDP,42.210896,-88.053549
IL,17,Forest Park,26935,2398896,PPL,41.868370,-87.815663
IL,17,Forest View,26987,2398897,PPL,41.809097,-87.773079
IL,17,Forrest,27026,2398899,PPL,40.750850,-88.409676
IL,17,Forreston,27065,2398900,PPL,42.126526,-89.578249
IL,17,Forsyth,27091,2398901,PPL,39.925986,-88.964224
IL,17,Fox Lake,27442,2398912,PPL,42.426437,-88.181919
IL,17,Fox Lake Hills,27455,2393009,CDP,42.413499,-88.125987
IL,17,Fox River Grove,27533,2398913,PPL,42.195505,-88.214724
IL,17,Frankfort,27624,2398915,PPL,41.491234,-87.839455
IL,17,Frankfort Square,27644,2393010,CDP,41.522089,-87.803622
IL,17,Franklin,27663,2398916,PPL,39.621260,-90.047795
IL,17,Franklin Grove,27689,2398918,PPL,41.840948,-89.300563
IL,17,Franklin Park,27702,2398919,PPL,41.936015,-87.879198
IL,17,Freeburg,27806,2398923,PPL,38.439111,-89.916209
IL,17,Freeman Spur,27858,2398925,PPL,37.859966,-88.999861
IL,17,Freeport,27884,2394821,PPL,42.289539,-89.635826
IL,17,Fulton,28144,2394833,PPL,41.864799,-90.157073
IL,17,Fults,28170,2398932,PPL,38.164371,-90.212824
IL,17,Gages Lake,28248,2393015,CDP,42.351645,-87.982437
IL,17,Galatia,28261,2398936,PPL,37.841977,-88.616482
IL,17,Galena,28300,2394840,PPL,42.422060,-90.427804
IL,17,Galesburg,28326,2394842,PPL,40.950217,-90.376564
IL,17,Galva,28430,2394847,PPL,41.169160,-90.037248
IL,17,Garden Prairie,28612,2675242,CDP,42.253621,-88.712923
IL,17,Gardner,28638,2398944,PPL,41.194490,-88.311484
IL,17,Garrett,28742,2398946,PPL,39.796906,-88.424454
IL,17,Gays,28807,2398948,PPL,39.458157,-88.496320
IL,17,Geneseo,28846,2394872,PPL,41.451252,-90.154844
IL,17,Geneva,28872,2394875,PPL,41.882072,-88.329337
IL,17,Genoa,28898,2394879,PPL,42.091035,-88.694964
IL,17,Georgetown,28950,2583439,CDP,40.459834,-90.717372
IL,17,Georgetown,28963,2394882,PPL,39.977407,-87.635383
IL,17,Germantown,29041,2398955,PPL,38.555230,-89.540528
IL,17,Germantown Hills,29080,2398956,PPL,40.770664,-89.466502
IL,17,German Valley,29093,2398953,PPL,42.214229,-89.484676
IL,17,Gibson,29125,2394891,PPL,40.466831,-88.379205
IL,17,Gifford,29145,2398960,PPL,40.307850,-88.021335
IL,17,Gilberts,29171,2398961,PPL,42.109981,-88.371882
IL,17,Gillespie,29236,2394896,PPL,39.125435,-89.817283
IL,17,Gilman,29275,2394898,PPL,40.772257,-87.984393
IL,17,Gilson,29340,2628550,CDP,40.862997,-90.199813
IL,17,Girard,29392,2394904,PPL,39.446572,-89.782047
IL,17,Gladstone,29431,2398966,PPL,40.864013,-90.956706
IL,17,Glasford,29483,2398968,PPL,40.572708,-89.813179
IL,17,Glasgow,29496,2398969,PPL,39.548717,-90.479992
IL,17,Glen Carbon,29639,2398970,PPL,38.758246,-89.983121
IL,17,Glencoe,29652,2398973,PPL,42.134489,-87.763178
IL,17,Glendale Heights,29730,2398974,PPL,41.918877,-88.078095
IL,17,Glen Ellyn,29756,2398972,PPL,41.866715,-88.062711
IL,17,Glenview,29938,2398977,PPL,42.085211,-87.827126
IL,17,Glenwood,30029,2398979,PPL,41.540499,-87.610973
IL,17,Godfrey,30094,2398984,PPL,38.952893,-90.222545
IL,17,Godley,30120,2398985,PPL,41.241336,-88.240551
IL,17,Golconda,30133,2394922,PPL,37.362137,-88.486721
IL,17,Golden,30159,2398172,PPL,40.110231,-91.019156
IL,17,Golden Gate,30250,2398173,PPL,38.358886,-88.204805
IL,17,Golf,30328,2398174,PPL,42.058549,-87.784941
IL,17,Goodfield,30445,2398176,PPL,40.630589,-89.258084
IL,17,Good Hope,30458,2398175,PPL,40.557454,-90.675539
IL,17,Goofy Ridge,30510,2628551,CDP,40.394896,-89.940732
IL,17,Goreville,30575,2398181,PPL,37.555077,-88.973533
IL,17,Gorham,30588,2398182,PPL,37.718047,-89.477996
IL,17,Grafton,30653,2394943,PPL,38.976492,-90.425888
IL,17,Grand Detour,30705,2629859,CDP,41.901154,-89.413090
IL,17,Grand Ridge,30757,2398188,PPL,41.236136,-88.831029
IL,17,Grand Tower,30770,2394955,PPL,37.641680,-89.506723
IL,17,Grandview,30835,2398189,PPL,39.817526,-89.618117
IL,17,Grandwood Park,30900,2393022,CDP,42.390226,-87.987737
IL,17,Granite,30926,2394961,PPL,38.729283,-90.125472
IL,17,Grantfork,30978,2398192,PPL,38.826550,-89.666668
IL,17,Grant Park,30991,2398191,PPL,41.242747,-87.635847
IL,17,Granville,31017,2398194,PPL,41.263643,-89.230191
IL,17,Grayslake,31121,2398198,PPL,42.341592,-88.027863
IL,17,Grayville,31165,2394970,PPL,38.255135,-87.996927
IL,17,Greenfield,31368,2394987,PPL,39.344487,-90.208191
IL,17,Green Oaks,31446,2398202,PPL,42.300068,-87.910767
IL,17,Greenup,31524,2398204,PPL,39.247946,-88.160025
IL,17,Green Valley,31563,2398203,PPL,40.407309,-89.643795
IL,17,Greenview,31576,2398205,PPL,40.084961,-89.740570
IL,17,Greenville,31589,2394995,PPL,38.886645,-89.389495
IL,17,Greenwood,31667,2398207,PPL,42.391512,-88.389380
IL,17,Gridley,31732,2398210,PPL,40.743856,-88.880640
IL,17,Griggsville,31771,2394251,PPL,39.707863,-90.727284
IL,17,Gulf Port,31992,2398216,PPL,40.800738,-91.082834
IL,17,Gurnee,32018,2398219,PPL,42.370060,-87.937425
IL,17,Hainesville,32200,2398222,PPL,42.336203,-88.073451
IL,17,Hamburg,32395,2398227,PPL,39.233682,-90.716503
IL,17,Hamel,32408,2398229,PPL,38.892463,-89.838728
IL,17,Hamilton,32434,2394275,PPL,40.391484,-91.361302
IL,17,Hammond,32499,2398233,PPL,39.803381,-88.594734
IL,17,Hampshire,32525,2398234,PPL,42.115702,-88.505169
IL,17,Hampton,32564,2398235,PPL,41.555683,-90.403359
IL,17,Hanaford,32616,2398237,PPL,37.955201,-88.831018
IL,17,Hanna,32668,2398240,PPL,40.693234,-89.793948
IL,17,Hanover,32707,2398242,PPL,42.255234,-90.273749
IL,17,Hanover Park,32746,2398244,PPL,41.981262,-88.142461
IL,17,Hardin,32850,2398247,PPL,39.158973,-90.623141
IL,17,Harmon,32967,2398249,PPL,41.719403,-89.556128
IL,17,Harrisburg,33136,2394304,PPL,37.737717,-88.545818
IL,17,Harrison,33162,2628552,CDP,37.797557,-89.335972
IL,17,Harristown,33227,2398254,PPL,39.843014,-89.061492
IL,17,Hartford,33279,2398258,PPL,38.813087,-90.092071
IL,17,Hartsburg,33318,2398259,PPL,40.250689,-89.441283
IL,17,Harvard,33331,2394315,PPL,42.429688,-88.621187
IL,17,Harvel,33357,2398261,PPL,39.357664,-89.532280
IL,17,Harvey,33383,2394317,PPL,41.607442,-87.652300
IL,17,Harwood Heights,33435,2398264,PPL,41.966318,-87.805590
IL,17,Havana,33513,2394323,PPL,40.295109,-90.057810
IL,17,Hawthorn Woods,33630,2398267,PPL,42.236212,-88.067887
IL,17,Hazel Crest,33695,2398479,PPL,41.574175,-87.689286
IL,17,Hebron,33851,2398482,PPL,42.465137,-88.434273
IL,17,Hecker,33877,2398483,PPL,38.305096,-89.994407
IL,17,Henderson,34007,2398487,PPL,41.023879,-90.353578
IL,17,Hennepin,34098,2398489,PPL,41.246894,-89.313965
IL,17,Henning,34137,2398490,PPL,40.306855,-87.700956
IL,17,Henry,34163,2394355,PPL,41.117508,-89.354835
IL,17,Heritage Lake,34272,2629865,CDP,40.546625,-89.329580
IL,17,Herrick,34332,2398493,PPL,39.219616,-88.984789
IL,17,Herrin,34358,2394365,PPL,37.799344,-89.030619
IL,17,Herscher,34384,2398494,PPL,41.049093,-88.100592
IL,17,Hettick,34423,2398498,PPL,39.355736,-90.037407
IL,17,Heyworth,34449,2398499,PPL,40.315294,-88.977751
IL,17,Hickory Hills,34514,2394371,PPL,41.724788,-87.828115
IL,17,Hidalgo,34553,2398501,PPL,39.155917,-88.149096
IL,17,Highland,34670,2394375,PPL,38.770631,-89.682691
IL,17,Highland Park,34722,2394377,PPL,42.182372,-87.810845
IL,17,Highwood,34865,2394379,PPL,42.206060,-87.812952
IL,17,Hillcrest,34982,2398505,PPL,41.980843,-89.073372
IL,17,Hillsboro,35047,2394386,PPL,39.169587,-89.476486
IL,17,Hillsdale,35073,2398508,PPL,41.606929,-90.172822
IL,17,Hillside,35086,2398510,PPL,41.867484,-87.901902
IL,17,Hillview,35203,2398511,PPL,39.449555,-90.538574
IL,17,Hinckley,35268,2398512,PPL,41.771435,-88.639000
IL,17,Hindsboro,35281,2398513,PPL,39.684987,-88.134857
IL,17,Hinsdale,35307,2398514,PPL,41.800683,-87.928172
IL,17,Hodgkins,35385,2398517,PPL,41.766050,-87.861985
IL,17,Hoffman,35398,2398518,PPL,38.540484,-89.264342
IL,17,Hoffman Estates,35411,2398519,PPL,42.065214,-88.152991
IL,17,Holiday Hills,35515,2398523,PPL,42.295927,-88.228811
IL,17,Holiday Shores,35541,2628553,CDP,38.927172,-89.938860
IL,17,Hollowayville,35671,2398528,PPL,41.364841,-89.294885
IL,17,Homer,35814,2398532,PPL,40.032991,-87.957767
IL,17,Homer Glen,35835,2398535,PPL,41.605151,-87.952351
IL,17,Hometown,35866,2394413,PPL,41.731248,-87.731134
IL,17,Homewood,35879,2398537,PPL,41.559422,-87.662025
IL,17,Hoopeston,36061,2394415,PPL,40.460824,-87.663572
IL,17,Hooppole,36074,2398539,PPL,41.521564,-89.914010
IL,17,Hopedale,36126,2398541,PPL,40.422460,-89.420947
IL,17,Hopewell,36150,2398542,PPL,40.984237,-89.457123
IL,17,Hopkins Park,36190,2398544,PPL,41.068953,-87.606289
IL,17,Hoyleton,36347,2398550,PPL,38.445880,-89.272165
IL,17,Hudson,36438,2398555,PPL,40.605383,-88.989485
IL,17,Huey,36477,2398556,PPL,38.605285,-89.289972
IL,17,Hull,36516,2398558,PPL,39.710777,-91.200796
IL,17,Humboldt,36542,2398559,PPL,39.604721,-88.319974
IL,17,Hume,36568,2398560,PPL,39.798500,-87.869169
IL,17,Huntley,36750,2398562,PPL,42.161224,-88.436800
IL,17,Hurst,36815,2394459,PPL,37.837031,-89.147364
IL,17,Hutsonville,36841,2398565,PPL,39.108372,-87.660815
IL,17,Illiopolis,37127,2398568,PPL,39.851422,-89.247740
IL,17,Ina,37179,2398569,PPL,38.149456,-88.904005
IL,17,Indian Creek,37218,2398570,PPL,42.227079,-87.978038
IL,17,Indian Head Park,37257,2398571,PPL,41.768433,-87.897405
IL,17,Indianola,37348,2398573,PPL,39.927064,-87.740241
IL,17,Industry,37439,2398574,PPL,40.327275,-90.608050
IL,17,Ingalls Park,37465,2393064,CDP,41.520286,-88.034679
IL,17,Inverness,37608,2398578,PPL,42.115136,-88.100894
IL,17,Iola,37621,2398579,PPL,38.834005,-88.627835
IL,17,Ipava,37647,2398272,PPL,40.352569,-90.323389
IL,17,Iroquois,37712,2398275,PPL,40.828673,-87.584637
IL,17,Irving,37738,2398276,PPL,39.205399,-89.405595
IL,17,Irvington,37777,2398277,PPL,38.438393,-89.160268
IL,17,Irwin,37803,2398278,PPL,41.053667,-87.984088
IL,17,Island Lake,37894,2398279,PPL,42.279267,-88.199084
IL,17,Itasca,37907,2398280,PPL,41.976616,-88.018775
IL,17,Iuka,37933,2398283,PPL,38.617876,-88.788259
IL,17,Ivesdale,37998,2398284,PPL,39.945623,-88.456881
IL,17,Jacksonville,38115,2395451,PPL,39.729151,-90.232201
IL,17,Jeffersonville,38323,2398294,PPL,38.442396,-88.403972
IL,17,Jeisyville,38349,2398295,PPL,39.579209,-89.408069
IL,17,Jerome,38375,2398298,PPL,39.767773,-89.678403
IL,17,Jerseyville,38414,2395467,PPL,39.117754,-90.326987
IL,17,Jewett,38427,2398303,PPL,39.207735,-88.243068
IL,17,Johnsburg,38479,2398304,PPL,42.383246,-88.246763
IL,17,Johnsonville,38531,2398306,PPL,38.520789,-88.538256
IL,17,Johnston,38544,2395475,PPL,37.820605,-88.928353
IL,17,Joliet,38570,2395477,PPL,41.520244,-88.148318
IL,17,Jonesboro,38635,2395480,PPL,37.450942,-89.267102
IL,17,Joppa,38674,2398310,PPL,37.209221,-88.847034
IL,17,Joy,38739,2398312,PPL,41.196922,-90.878792
IL,17,Junction,38778,2398314,PPL,37.722001,-88.242387
IL,17,Junction,38791,2398316,PPL,38.575486,-89.126799
IL,17,Justice,38830,2398319,PPL,41.753401,-87.826941
IL,17,Kampsville,38856,2398323,PPL,39.297181,-90.612931
IL,17,Kane,38869,2398324,PPL,39.190489,-90.351180
IL,17,Kaneville,38895,2398325,PPL,41.833628,-88.521673
IL,17,Kangley,38921,2398326,PPL,41.148002,-88.872088
IL,17,Kankakee,38934,2395489,PPL,41.096935,-87.856017
IL,17,Kansas,38986,2398327,PPL,39.554440,-87.939433
IL,17,Kappa,39038,2398328,PPL,40.675442,-89.005966
IL,17,Karnak,39077,2398329,PPL,37.294168,-88.976066
IL,17,Kaskaskia,39129,2398330,PPL,37.921354,-89.916362
IL,17,Keenes,39233,2398331,PPL,38.338618,-88.641915
IL,17,Keensburg,39259,2398332,PPL,38.351739,-87.868300
IL,17,Keithsburg,39298,2395499,PPL,41.099971,-90.936059
IL,17,Kell,39324,2398333,PPL,38.494860,-88.898749
IL,17,Kempton,39441,2398335,PPL,40.935367,-88.235434
IL,17,Kenilworth,39519,2398337,PPL,42.088823,-87.714512
IL,17,Kenney,39532,2398339,PPL,40.097848,-89.086001
IL,17,Kewanee,39727,2395523,PPL,41.239087,-89.925660
IL,17,Keyesport,39753,2398342,PPL,38.745269,-89.273088
IL,17,Kilbourne,39857,2398343,PPL,40.151909,-90.011518
IL,17,Kildeer,39883,2398344,PPL,42.189175,-88.049331
IL,17,Kincaid,39909,2398347,PPL,39.586813,-89.416486
IL,17,Kinderhook,39922,2398349,PPL,39.703740,-91.151734
IL,17,Kingston,40065,2398353,PPL,42.101062,-88.763197
IL,17,Kingston Mines,40091,2398355,PPL,40.558372,-89.771050
IL,17,Kinmundy,40117,2395542,PPL,38.772127,-88.853423
IL,17,Kinsman,40143,2398356,PPL,41.190278,-88.569935
IL,17,Kirkland,40156,2398361,PPL,42.090164,-88.848625
IL,17,Kirkwood,40182,2398362,PPL,40.867691,-90.748554
IL,17,Knollwood,40364,2629857,CDP,42.285000,-87.880040
IL,17,Knoxville,40416,2395558,PPL,40.907011,-90.285722
IL,17,Lacon,40559,2395578,PPL,41.022897,-89.406330
IL,17,Ladd,40598,2398372,PPL,41.381538,-89.214353
IL,17,La Fayette,40676,2398364,PPL,41.109606,-89.973522
IL,17,La Grange,40767,2398365,PPL,41.807204,-87.874142
IL,17,La Grange Park,40793,2398366,PPL,41.830752,-87.872288
IL,17,La Harpe,40832,2395566,PPL,40.584788,-90.969532
IL,17,Lake Barrington,40884,2398376,PPL,42.210237,-88.169491
IL,17,Lake Bluff,40910,2398377,PPL,42.282695,-87.852306
IL,17,Lake Camelot,40962,2629864,CDP,40.634228,-89.751219
IL,17,Lake Catherine,40988,2393076,CDP,42.487655,-88.123539
IL,17,Lake Forest,41105,2395590,PPL,42.237903,-87.858948
IL,17,Lake Holiday,41157,2629851,CDP,41.620087,-88.664899
IL,17,Lake in the Hills,41183,2398378,PPL,42.179384,-88.315721
IL,17,Lake Ka-Ho,41214,2398380,PPL,39.096967,-89.746136
IL,17,Lakemoor,41326,2398387,PPL,42.339060,-88.208460
IL,17,Lake of the Woods,41346,2393082,CDP,40.205220,-88.374603
IL,17,Lake Petersburg,41404,2629866,CDP,39.978782,-89.852540
IL,17,Lake Summerset,41456,2393085,CDP,42.453990,-89.390149
IL,17,Lake Villa,41586,2398385,PPL,42.417573,-88.082609
IL,17,Lakewood,41651,2398390,PPL,42.224566,-88.386643
IL,17,Lakewood Shores,41716,2393091,CDP,41.267237,-88.135028
IL,17,Lake Zurich,41742,2398386,PPL,42.195001,-88.087712
IL,17,La Moille,41794,2398367,PPL,41.530150,-89.283271
IL,17,Lanark,41859,2395622,PPL,42.101865,-89.832818
IL,17,Langleyville,42002,2629875,CDP,39.561107,-89.360255
IL,17,Lansing,42028,2398395,PPL,41.564477,-87.546001
IL,17,LaPlace,42067,2628554,CDP,39.797797,-88.715567
IL,17,La Prairie,42080,2398368,PPL,40.147058,-91.002490
IL,17,La Rose,42171,2398369,PPL,40.978732,-89.234954
IL,17,LaSalle,42184,2395636,PPL,41.356647,-89.064174
IL,17,Latham,42249,2398396,PPL,39.967061,-89.162349
IL,17,Lawrenceville,42405,2395649,PPL,38.726301,-87.687406
IL,17,Leaf River,42457,2398406,PPL,42.123607,-89.404066
IL,17,Lebanon,42496,2395663,PPL,38.602516,-89.813000
IL,17,Lee,42587,2398410,PPL,41.794480,-88.941453
IL,17,Leland,42756,2398416,PPL,41.615964,-88.798309
IL,17,Leland Grove,42769,2395675,PPL,39.778704,-89.683956
IL,17,Lemont,42795,2398417,PPL,41.667344,-87.984400
IL,17,Lena,42834,2398418,PPL,42.378425,-89.821421
IL,17,Lenzburg,42860,2398420,PPL,38.286350,-89.817780
IL,17,Leonore,42912,2398423,PPL,41.188903,-88.982272
IL,17,Lerna,42938,2398424,PPL,39.417886,-88.288785
IL,17,Le Roy,42971,2395656,PPL,40.339394,-88.761088
IL,17,Lewistown,43055,2395693,PPL,40.396869,-90.155506
IL,17,Lexington,43094,2395695,PPL,40.646936,-88.784621
IL,17,Liberty,43133,2398433,PPL,39.879504,-91.106678
IL,17,Libertyville,43250,2398436,PPL,42.286115,-87.964209
IL,17,Lily Lake,43406,2398437,PPL,41.957602,-88.471974
IL,17,Lima,43445,2398438,PPL,40.176297,-91.378143
IL,17,Limestone,43510,2398440,PPL,41.148658,-87.955960
IL,17,Lincoln,43536,2395710,PPL,40.150688,-89.371916
IL,17,Lincolnshire,43666,2398442,PPL,42.196518,-87.917737
IL,17,Lincolnwood,43744,2398443,PPL,42.005430,-87.732959
IL,17,Lindenhurst,43770,2398444,PPL,42.417147,-88.026434
IL,17,Lisbon,43900,2398449,PPL,41.478998,-88.459938
IL,17,Lisle,43939,2398450,PPL,41.792111,-88.087705
IL,17,Litchfield,43965,2395731,PPL,39.177145,-89.643572
IL,17,Littleton,44056,2398455,PPL,40.234000,-90.622315
IL,17,Little York,44082,2398454,PPL,41.010834,-90.746348
IL,17,Liverpool,44121,2398456,PPL,40.389902,-90.001930
IL,17,Livingston,44160,2398457,PPL,38.968437,-89.764607
IL,17,Loami,44173,2398459,PPL,39.674114,-89.847382
IL,17,Lockport,44225,2395740,PPL,41.589678,-88.029135
IL,17,Loda,44264,2398464,PPL,40.516760,-88.075496
IL,17,Lomax,44381,2398467,PPL,40.678897,-91.076213
IL,17,Lombard,44407,2398468,PPL,41.873844,-88.015491
IL,17,London Mills,44446,2398469,PPL,40.710609,-90.266118
IL,17,Long Creek,44498,2398470,PPL,39.805236,-88.847410
IL,17,Long Grove,44524,2398471,PPL,42.195026,-88.010941
IL,17,Long Lake,44550,2393107,CDP,42.372117,-88.127342
IL,17,Long Point,44576,2398472,PPL,41.005274,-88.893039
IL,17,Longview,44602,2398473,PPL,39.885943,-88.066272
IL,17,Loraine,44719,2398475,PPL,40.152591,-91.221571
IL,17,Lostant,44823,2399189,PPL,41.125170,-89.066822
IL,17,Lost Nation,44836,2629858,CDP,41.911952,-89.368492
IL,17,Louisville,44927,2399192,PPL,38.769317,-88.506672
IL,17,Loves Park,45031,2395774,PPL,42.337857,-88.998505
IL,17,Lovington,45044,2399193,PPL,39.714382,-88.631785
IL,17,Ludlow,45174,2399200,PPL,40.386157,-88.126389
IL,17,Lyndon,45278,2399208,PPL,41.717523,-89.923974
IL,17,Lynnville,45369,2399209,PPL,39.685711,-90.345951
IL,17,Lynwood,45421,2399210,PPL,41.522701,-87.551136
IL,17,Lyons,45434,2399212,PPL,41.812184,-87.818589
IL,17,McClure,45525,2399286,PPL,37.312582,-89.431560
IL,17,McCook,45564,2399289,PPL,41.798377,-87.841606
IL,17,McCullom Lake,45616,2399292,PPL,42.368630,-88.296858
IL,17,Macedonia,45642,2399214,PPL,38.054253,-88.703364
IL,17,McHenry,45694,2395070,PPL,42.339504,-88.293010
IL,17,Machesney Park,45726,2399215,PPL,42.367658,-89.024544
IL,17,Mackinaw,45785,2399217,PPL,40.533917,-89.355461
IL,17,McLean,45811,2399296,PPL,40.315517,-89.170312
IL,17,McLeansboro,45824,2395074,PPL,38.089061,-88.536140
IL,17,McNabb,45850,2399298,PPL,41.177412,-89.209888
IL,17,Macomb,45889,2395801,PPL,40.470149,-90.683114
IL,17,Macon,45941,2395802,PPL,39.711333,-88.996466
IL,17,Madison,45993,2395806,PPL,38.675835,-90.109050
IL,17,Maeystown,46058,2399221,PPL,38.229728,-90.231012
IL,17,Magnolia,46110,2399225,PPL,41.113985,-89.195768
IL,17,Mahomet,46136,2399226,PPL,40.185549,-88.389876
IL,17,Makanda,46214,2399228,PPL,37.620344,-89.237140
IL,17,Malden,46240,2399230,PPL,41.424905,-89.369826
IL,17,Malta,46279,2399234,PPL,41.929518,-88.871341
IL,17,Manchester,46331,2399238,PPL,39.542313,-90.330299
IL,17,Manhattan,46357,2399240,PPL,41.420153,-87.980720
IL,17,Manito,46383,2399241,PPL,40.420608,-89.780882
IL,17,Manlius,46422,2399243,PPL,41.455302,-89.668521
IL,17,Mansfield,46487,2399244,PPL,40.212039,-88.508744
IL,17,Manteno,46500,2399245,PPL,41.251290,-87.843860
IL,17,Maple Park,46604,2399247,PPL,41.917229,-88.616837
IL,17,Mapleton,46643,2399249,PPL,40.572945,-89.724687
IL,17,Maquon,46695,2399250,PPL,40.798032,-90.163176
IL,17,Marengo,46786,2395004,PPL,42.247349,-88.606280
IL,17,Marietta,46825,2399255,PPL,40.499450,-90.393016
IL,17,Marine,46864,2399256,PPL,38.787342,-89.778154
IL,17,Marion,46916,2395010,PPL,37.716135,-88.925650
IL,17,Marissa,46955,2399258,PPL,38.249667,-89.771413
IL,17,Mark,46981,2399259,PPL,41.262332,-89.255338
IL,17,Markham,47007,2395013,PPL,41.600059,-87.690825
IL,17,Maroa,47072,2395015,PPL,40.036371,-88.956275
IL,17,Marquette Heights,47111,2395019,PPL,40.618258,-89.604757
IL,17,Marseilles,47150,2395020,PPL,41.282202,-88.681443
IL,17,Marshall,47163,2395021,PPL,39.396801,-87.692371
IL,17,Martinsville,47254,2395033,PPL,39.338421,-87.880862
IL,17,Martinton,47280,2399268,PPL,40.915283,-87.726506
IL,17,Maryville,47397,2399269,PPL,38.728530,-89.966092
IL,17,Mascoutah,47423,2395038,PPL,38.518123,-89.800042
IL,17,Mason,47449,2396740,PPL,38.954328,-88.627068
IL,17,Mason,47475,2395040,PPL,40.202192,-89.697093
IL,17,Matherville,47527,2399273,PPL,41.259149,-90.605856
IL,17,Matteson,47540,2399275,PPL,41.508791,-87.746540
IL,17,Mattoon,47553,2395046,PPL,39.477833,-88.362225
IL,17,Maunie,47592,2399276,PPL,38.035359,-88.045721
IL,17,Maywood,47774,2399280,PPL,41.879781,-87.844181
IL,17,Mazon,47787,2399282,PPL,41.241461,-88.423101
IL,17,Mechanicsburg,48021,2399302,PPL,39.798443,-89.413070
IL,17,Media,48073,2399304,PPL,40.769449,-90.832651
IL,17,Medora,48138,2399305,PPL,39.176520,-90.141388
IL,17,Melrose Park,48242,2399308,PPL,41.902898,-87.864308
IL,17,Melvin,48268,2399309,PPL,40.571327,-88.246806
IL,17,Mendon,48307,2399313,PPL,40.089358,-91.285819
IL,17,Mendota,48333,2395095,PPL,41.556655,-89.100507
IL,17,Menominee,48359,2399315,PPL,42.474693,-90.542880
IL,17,Meredosia,48424,2399316,PPL,39.831496,-90.557239
IL,17,Merrionette Park,48554,2399321,PPL,41.681117,-87.701212
IL,17,Metamora,48606,2399325,PPL,40.796000,-89.368583
IL,17,Metcalf,48632,2399327,PPL,39.799754,-87.809438
IL,17,Metropolis,48645,2395106,PPL,37.149574,-88.687277
IL,17,Mettawa,48671,2399328,PPL,42.243369,-87.921418
IL,17,Middletown,48853,2399334,PPL,40.100945,-89.591199
IL,17,Midlothian,48892,2399337,PPL,41.625428,-87.724233
IL,17,Milan,49009,2399342,PPL,41.435497,-90.562658
IL,17,Milford,49048,2399343,PPL,40.627588,-87.696268
IL,17,Millbrook,49100,2399351,PPL,41.605020,-88.544891
IL,17,Mill Creek,49178,2399347,PPL,37.340904,-89.253148
IL,17,Milledgeville,49191,2399354,PPL,41.963665,-89.774695
IL,17,Millington,49308,2399361,PPL,41.560474,-88.604139
IL,17,Mill Shoals,49347,2399348,PPL,38.249445,-88.345559
IL,17,Millstadt,49386,2399363,PPL,38.459367,-90.082528
IL,17,Milton,49477,2399366,PPL,39.564547,-90.650116
IL,17,Mineral,49516,2399370,PPL,41.384347,-89.838777
IL,17,Minier,49555,2399375,PPL,40.433592,-89.314405
IL,17,Minonk,49568,2395353,PPL,40.910359,-89.038144
IL,17,Minooka,49607,2399376,PPL,41.447612,-88.284155
IL,17,Mitchell,49698,2629853,CDP,38.763159,-90.081307
IL,17,Modesto,49802,2399379,PPL,39.478863,-89.980332
IL,17,Mokena,49854,2399380,PPL,41.529863,-87.877710
IL,17,Moline,49867,2395365,PPL,41.482333,-90.493407
IL,17,Momence,49893,2395368,PPL,41.163576,-87.663504
IL,17,Monee,49945,2399381,PPL,41.417270,-87.750403
IL,17,Monmouth,50010,2395371,PPL,40.914462,-90.641409
IL,17,Monroe Center,50062,2399384,PPL,42.100118,-88.994658
IL,17,Montgomery,50218,2399387,PPL,41.721049,-88.358485
